1.920000000000000284e+01,1.920000000000000284e+01,1.920000000000000284e+01,1.920000000000000284e+01,1.920000000000000284e+01,1.920000000000000284e+01,1.920000000000000284e+01,1.920000000000000284e+01,1.920000000000000284e+01,1.920000000000000284e+01,1.920000000000000284e+01,1.920000000000000284e+01,1.920000000000000284e+01,1.920000000000000284e+01,1.920000000000000284e+01,1.920000000000000284e+01,1.920000000000000284e+01,1.920000000000000284e+01,1.920000000000000284e+01,1.920000000000000284e+01,1.920000000000000284e+01,1.920000000000000284e+01,inf,1.920000000000000284e+01,1.920000000000000284e+01,1.920000000000000284e+01,1.920000000000000284e+01,1.920000000000000284e+01,1.920000000000000284e+01,1.920000000000000284e+01,1.920000000000000284e+01,1.920000000000000284e+01
8.100000000000000000e+01,8.100000000000000000e+01,8.100000000000000000e+01,8.100000000000000000e+01,8.100000000000000000e+01,8.100000000000000000e+01,8.100000000000000000e+01,8.100000000000000000e+01,8.100000000000000000e+01,8.100000000000000000e+01,8.100000000000000000e+01,8.100000000000000000e+01,8.100000000000000000e+01,8.100000000000000000e+01,8.100000000000000000e+01,8.100000000000000000e+01,8.100000000000000000e+01,8.100000000000000000e+01,8.100000000000000000e+01,8.100000000000000000e+01,8.100000000000000000e+01,8.100000000000000000e+01,8.100000000000000000e+01,inf,8.100000000000000000e+01,8.100000000000000000e+01,8.100000000000000000e+01,8.100000000000000000e+01,8.100000000000000000e+01,8.100000000000000000e+01,8.100000000000000000e+01,8.100000000000000000e+01
1.014000000000000057e+02,1.014000000000000057e+02,1.014000000000000057e+02,1.014000000000000057e+02,1.014000000000000057e+02,1.014000000000000057e+02,1.014000000000000057e+02,1.014000000000000057e+02,1.014000000000000057e+02,1.014000000000000057e+02,1.014000000000000057e+02,1.014000000000000057e+02,1.014000000000000057e+02,1.014000000000000057e+02,1.014000000000000057e+02,1.014000000000000057e+02,1.014000000000000057e+02,1.014000000000000057e+02,1.014000000000000057e+02,1.014000000000000057e+02,1.014000000000000057e+02,1.014000000000000057e+02,1.014000000000000057e+02,1.014000000000000057e+02,inf,1.014000000000000057e+02,1.014000000000000057e+02,1.014000000000000057e+02,1.014000000000000057e+02,1.014000000000000057e+02,1.014000000000000057e+02,1.014000000000000057e+02
2.080000000000000071e+01,2.080000000000000071e+01,2.080000000000000071e+01,2.080000000000000071e+01,2.080000000000000071e+01,2.080000000000000071e+01,2.080000000000000071e+01,2.080000000000000071e+01,2.080000000000000071e+01,2.080000000000000071e+01,2.080000000000000071e+01,2.080000000000000071e+01,2.080000000000000071e+01,2.080000000000000071e+01,2.080000000000000071e+01,2.080000000000000071e+01,2.080000000000000071e+01,2.080000000000000071e+01,2.080000000000000071e+01,2.080000000000000071e+01,2.080000000000000071e+01,2.080000000000000071e+01,2.080000000000000071e+01,2.080000000000000071e+01,2.080000000000000071e+01,inf,2.080000000000000071e+01,2.080000000000000071e+01,2.080000000000000071e+01,2.080000000000000071e+01,2.080000000000000071e+01,2.080000000000000071e+01
5.577000000000000313e+01,5.577000000000000313e+01,5.577000000000000313e+01,5.577000000000000313e+01,5.577000000000000313e+01,5.577000000000000313e+01,5.577000000000000313e+01,5.577000000000000313e+01,5.577000000000000313e+01,5.577000000000000313e+01,5.577000000000000313e+01,5.577000000000000313e+01,5.577000000000000313e+01,5.577000000000000313e+01,5.577000000000000313e+01,5.577000000000000313e+01,5.577000000000000313e+01,5.577000000000000313e+01,5.577000000000000313e+01,5.577000000000000313e+01,5.577000000000000313e+01,5.577000000000000313e+01,5.577000000000000313e+01,5.577000000000000313e+01,5.577000000000000313e+01,5.577000000000000313e+01,inf,5.577000000000000313e+01,5.577000000000000313e+01,5.577000000000000313e+01,5.577000000000000313e+01,5.577000000000000313e+01
4.290000000000000568e+01,4.290000000000000568e+01,4.290000000000000568e+01,4.290000000000000568e+01,4.290000000000000568e+01,4.290000000000000568e+01,4.290000000000000568e+01,4.290000000000000568e+01,4.290000000000000568e+01,4.290000000000000568e+01,4.290000000000000568e+01,4.290000000000000568e+01,4.290000000000000568e+01,4.290000000000000568e+01,4.290000000000000568e+01,4.290000000000000568e+01,4.290000000000000568e+01,4.290000000000000568e+01,4.290000000000000568e+01,4.290000000000000568e+01,4.290000000000000568e+01,4.290000000000000568e+01,4.290000000000000568e+01,4.290000000000000568e+01,4.290000000000000568e+01,4.290000000000000568e+01,4.290000000000000568e+01,inf,4.290000000000000568e+01,4.290000000000000568e+01,4.290000000000000568e+01,4.290000000000000568e+01
4.125000000000000000e+01,4.125000000000000000e+01,4.125000000000000000e+01,4.125000000000000000e+01,4.125000000000000000e+01,4.125000000000000000e+01,4.125000000000000000e+01,4.125000000000000000e+01,4.125000000000000000e+01,4.125000000000000000e+01,4.125000000000000000e+01,4.125000000000000000e+01,4.125000000000000000e+01,4.125000000000000000e+01,4.125000000000000000e+01,4.125000000000000000e+01,4.125000000000000000e+01,4.125000000000000000e+01,4.125000000000000000e+01,4.125000000000000000e+01,4.125000000000000000e+01,4.125000000000000000e+01,4.125000000000000000e+01,4.125000000000000000e+01,4.125000000000000000e+01,4.125000000000000000e+01,4.125000000000000000e+01,4.125000000000000000e+01,inf,4.125000000000000000e+01,4.125000000000000000e+01,4.125000000000000000e+01
3.960000000000000142e+01,3.960000000000000142e+01,3.960000000000000142e+01,3.960000000000000142e+01,3.960000000000000142e+01,3.960000000000000142e+01,3.960000000000000142e+01,3.960000000000000142e+01,3.960000000000000142e+01,3.960000000000000142e+01,3.960000000000000142e+01,3.960000000000000142e+01,3.960000000000000142e+01,3.960000000000000142e+01,3.960000000000000142e+01,3.960000000000000142e+01,3.960000000000000142e+01,3.960000000000000142e+01,3.960000000000000142e+01,3.960000000000000142e+01,3.960000000000000142e+01,3.960000000000000142e+01,3.960000000000000142e+01,3.960000000000000142e+01,3.960000000000000142e+01,3.960000000000000142e+01,3.960000000000000142e+01,3.960000000000000142e+01,3.960000000000000142e+01,inf,3.960000000000000142e+01,3.960000000000000142e+01
1.679999999999999716e+01,1.679999999999999716e+01,1.679999999999999716e+01,1.679999999999999716e+01,1.679999999999999716e+01,1.679999999999999716e+01,1.679999999999999716e+01,1.679999999999999716e+01,1.679999999999999716e+01,1.679999999999999716e+01,1.679999999999999716e+01,1.679999999999999716e+01,1.679999999999999716e+01,1.679999999999999716e+01,1.679999999999999716e+01,1.679999999999999716e+01,1.679999999999999716e+01,1.679999999999999716e+01,1.679999999999999716e+01,1.679999999999999716e+01,1.679999999999999716e+01,1.679999999999999716e+01,1.679999999999999716e+01,1.679999999999999716e+01,1.679999999999999716e+01,1.679999999999999716e+01,1.679999999999999716e+01,1.679999999999999716e+01,1.679999999999999716e+01,1.679999999999999716e+01,inf,1.679999999999999716e+01
8.640000000000000568e+00,8.640000000000000568e+00,8.640000000000000568e+00,8.640000000000000568e+00,8.640000000000000568e+00,8.640000000000000568e+00,8.640000000000000568e+00,8.640000000000000568e+00,8.640000000000000568e+00,8.640000000000000568e+00,8.640000000000000568e+00,8.640000000000000568e+00,8.640000000000000568e+00,8.640000000000000568e+00,8.640000000000000568e+00,8.640000000000000568e+00,8.640000000000000568e+00,8.640000000000000568e+00,8.640000000000000568e+00,8.640000000000000568e+00,8.640000000000000568e+00,8.640000000000000568e+00,8.640000000000000568e+00,8.640000000000000568e+00,8.640000000000000568e+00,8.640000000000000568e+00,8.640000000000000568e+00,8.640000000000000568e+00,8.640000000000000568e+00,8.640000000000000568e+00,8.640000000000000568e+00,inf
